vec,word
"""[0.228991, -0.11656, -0.0247069, -0.0923987, 0.0244676, -0.0283818, -0.34603, 0.0922213, -0.194647, -0.369824, -0.210295, -0.0384783, 0.503453, 0.0159831, -0.0207984, -0.0847822, 0.355807, 0.283831, 0.0208717, 0.357274, 0.0531461, 0.246635, 0.0539644, -0.0680648, -0.118453, 0.0531804, -0.156467, -0.0154068, 0.136131, -0.0353986, -0.282177, 0.285597, 0.0756643, 0.0685133, 0.134048, 0.481326, 0.0892201, 0.300984, 0.0019688, -0.280598, 0.222635, 0.623325, -0.3147, 0.0277788, 0.245325, 0.414712, 0.0676686, 0.314425, 0.493507, 0.155772, -0.0473744, 0.382765, -0.366722, 0.0568304, 0.0848501, -0.0627377, -0.494932, -0.22278, -0.00762044, -0.0164879, 0.223729, 0.429049, 0.412556, -0.409809, 0.0054292, 0.14691, 0.159597, 0.139858, -0.482037, -0.410431, 0.395013, 0.204512, 0.0799384, 0.394097, -0.379975, -0.110645, -0.00117463, -0.368842, -0.126157, -0.0165662, 0.0682032, -0.177578, 0.518192, 0.0674406, -0.211485, -0.18042, 0.238734, -0.0692826, 0.0625008, -0.138061, 0.0800167, -0.0707001, -0.117222, -0.241104, 0.106889, 0.394007, -0.424504, 0.13978, -0.409398, -0.190107, -0.193163, 0.368016, 0.00640527, -0.411359, 0.541384, 0.280181, -0.44416, -0.0436612, -0.00148365, -0.10654, 0.0697175, 0.4661, -0.045629, -0.480323, 0.283557, 0.120125, -0.186217, -0.03888, -0.130223, -0.24809, 0.0398138, 0.210185, 0.22956, 0.0571902, 0.22431, 0.509636, 0.481895, -0.243847]""",手动挡
"""[0.356168, -0.12567, 0.0984641, -0.081394, 0.200383, -0.227165, -0.237356, 0.217059, -0.157646, -0.184495, -0.199303, -0.577182, 0.546624, 0.0938746, -0.00195201, 0.148469, 0.0813749, -0.0524853, 0.0240148, 0.58303, 0.11159, 0.238018, 0.23064, -0.139156, -0.373231, -0.241508, -0.130693, -0.0157316, -0.106621, -0.142304, -0.341658, 0.217643, 0.0987576, 0.116126, 0.212339, 0.619738, 0.223462, 0.440444, 0.0195024, 0.0950171, 0.242546, 0.542888, -0.11384, 0.228669, 0.331992, 0.381043, 0.13883, 0.0415236, 0.280543, 0.268633, -0.0774636, 0.15504, -0.338461, 0.319829, 0.155295, -0.161787, -0.24654, -0.232419, 0.0203055, 0.0150784, 0.565577, 0.191572, 0.240779, -0.29986, 0.0850528, -0.396846, 0.019032, 0.130718, -0.378864, -0.2426, 0.178065, 0.000703819, -0.0124663, 0.515827, -0.745198, -0.460031, 0.298554, -0.1182, -0.223933, -0.173332, 0.40306, -0.402839, 0.381044, -0.00968922, -0.148921, -0.00628441, 0.255245, 0.0595032, 0.295481, 0.0957605, -0.0989732, 0.0633804, -0.344222, -0.0197194, -0.137594, 0.16112, -0.244358, -0.0184242, -0.553367, -0.334615, -0.00763438, 0.194175, 0.172897, -0.436266, 0.253966, 0.184441, -0.50983, -0.0620629, -0.30366, 0.0955027, 0.0792388, 0.107708, -0.0806608, -0.389447, 0.131695, 0.360626, -0.052699, 0.0362076, 0.141462, -0.0504851, -0.154859, -0.0453796, 0.24163, 0.142119, 0.0644131, 0.377875, 0.570869, -0.403425]""",自动挡
"""[-0.15544, 0.240451, -0.109501, 0.170419, 0.44286, -0.160038, 0.0854076, 0.285653, -0.184036, -0.398681, -0.0924369, -0.911035, 0.252987, -0.313622, 0.11377, 0.381056, 0.0612755, 0.149932, -0.000768474, 0.0246736, -0.651709, -0.0713696, 0.0378896, 0.315761, 0.30665, -0.186258, -0.013771, -0.406072, -0.204583, -0.215273, -0.0865752, 0.336148, 0.131958, -0.249862, 0.0837251, 0.31786, 0.398622, -0.490206, -0.0794524, -0.522292, 0.343373, 0.147728, -0.130038, -0.143068, -0.217573, 0.221066, -0.090971, 0.709156, 0.00137402, -0.00564771, 0.344537, 0.292671, -0.109163, -0.0931997, 0.483155, 0.30545, 0.0716378, 0.0943286, 0.0250569, -0.0842927, -0.188715, 0.663047, -0.0225375, 0.119733, -0.451068, -0.00306137, 0.426612, -0.300632, -0.248376, -0.0473444, 0.00787114, 0.331734, -0.323325, 0.377011, 0.180482, 0.202025, 0.409758, 0.212281, 0.103402, -0.0674503, 0.183289, -0.142536, -0.000916645, -0.132003, 0.0062238, -0.110226, 0.322087, -0.15596, -0.218135, 0.01096, -0.304362, 0.0581125, 0.0288822, -0.473227, -0.363085, 0.0867846, 0.105387, 0.169515, -0.0748906, -0.23237, 0.113624, 0.434671, 0.576101, 0.129169, 0.277734, -0.031476, -0.381428, 0.0321857, 0.0871077, -0.160193, 0.218645, 0.590806, 0.0124597, -0.158698, 0.218274, 0.275592, -0.270182, 0.173494, 0.133599, -0.100704, 0.0886965, -0.0668312, 0.0498917, -0.310277, 0.145796, 0.182914, 0.400673, 0.0437942]""",优惠
"""[0.399196, 0.25438, -0.191546, -0.732761, 0.134478, -0.580377, -0.288029, -0.32231, -0.509714, -0.615788, 0.0695463, -0.136917, 0.09257, 0.695312, -0.252285, 0.147059, 0.814772, -0.415832, 0.430365, 0.951469, 0.13881, 0.711675, 0.619772, 0.0638037, 0.255451, -0.457785, -0.937921, 0.459538, -0.305208, -0.305553, -0.64045, -0.286666, 0.109249, -1.10089, -0.633803, 0.362483, -0.205814, 0.773541, -0.613962, -0.574791, 0.0651106, 0.379992, 0.346633, -0.0987244, -0.187433, 0.533653, 0.562501, 0.590836, -0.618422, 0.317459, -0.070937, -0.429654, -0.0355132, 0.259585, 0.379592, 0.191064, -0.376867, 0.39114, 0.0895737, 0.844586, -0.25086, 1.13118, -0.397997, -0.754903, 0.214676, -0.281347, 0.275807, -0.351996, -0.642424, -0.727091, 0.118954, 0.648511, 0.234839, 0.505787, 0.148342, -0.888049, 0.731826, 0.305957, -0.107543, 0.612043, -0.124901, -0.0968728, -0.073194, -0.087596, 0.604733, 0.535468, 0.221379, -0.332288, -0.30215, 0.118157, -0.84626, -0.616219, 0.168128, -0.191337, -0.550198, 0.37456, -0.51025, -0.258371, -0.37973, -0.540331, 0.759853, 0.955105, 0.618563, 0.0112654, -0.412816, -0.0338548, -1.92407, -0.609835, -0.368922, -0.0272404, -0.359695, -0.191501, 0.386195, -0.583809, -0.15, -0.476511, -0.111568, -0.104508, -0.272734, 0.123618, 0.0770802, -0.101685, -0.231399, 0.0976962, -0.058351, 0.433208, 0.326726, -0.095512]""",百公里
"""[0.0871257, 0.325833, -0.214853, -0.210038, 0.512596, -0.355301, -0.035501, 0.0521131, -0.0549712, 0.0570599, 0.36452, -0.0539544, 0.112058, 0.0105877, -0.109842, -0.0740218, 0.129394, 0.177169, 0.335522, 0.202836, 0.0238683, 0.415083, -0.194203, -0.360829, 0.0203559, -0.37637, -0.107363, 0.0517938, -0.261324, 0.00885507, -0.178064, 0.372521, -0.00626785, 0.15444, -0.131447, 0.362709, 0.0655699, 0.0986079, 0.14892, -0.597215, 0.346154, -0.325901, 0.203618, -0.133439, 0.120765, 0.0675275, -0.136707, 0.34054, -0.0855217, 0.0405729, 0.297968, 0.255368, 0.231243, 0.183774, 0.0266195, -0.217195, -0.314724, -0.33539, -0.150052, -0.0578131, -0.172527, 0.518135, 0.0681566, 0.156662, 0.0932484, 0.10265, 0.397149, -0.0664775, 0.242897, 0.109571, -0.262934, 0.246442, -0.599139, 0.173315, -0.167429, 0.167932, 0.0262112, 0.173526, 0.283705, 0.217887, 0.32506, -0.0851175, 0.585209, 0.520944, -0.21523, -0.205782, -0.155022, 0.520087, 0.378088, 0.412326, -0.105035, 0.183356, -0.150353, -0.213986, -0.152891, -0.121561, -0.262628, -0.105785, -0.30871, -0.0100876, 0.401226, -0.127952, -0.176558, 0.17125, 0.178234, 0.637722, -0.0931844, -0.0744779, -0.0134104, -0.108181, 0.0316245, 0.149057, -0.41559, -0.493639, -0.289819, -0.401458, -0.262779, 0.0446995, 0.469487, -0.203381, -0.037556, 0.440306, 0.050008, 0.0461454, -0.0480308, 0.54234, 0.300782, -0.38029]""",加速
"""[0.00177545, 0.278323, -0.226499, 0.00831276, 0.0896461, 0.028163, -0.28521, 0.0400888, 0.27899, -0.259187, 0.0844365, -0.191051, -0.00203151, -0.134222, 0.380379, 0.155234, 0.449156, -0.221536, -0.0612369, 0.0832631, 0.640281, -0.249888, -0.0737485, -0.313737, 0.161051, -0.314319, 0.304359, 0.167308, 0.255418, -0.400433, -0.420794, 0.118861, 0.391508, 0.00252661, -0.525677, 0.393375, 0.610043, -0.0515759, -0.21452, -0.555853, 0.203461, 0.253271, -0.248601, -0.270705, -0.151334, -0.0720125, 0.408522, 0.395165, 0.080161, 0.138405, 0.24677, 0.177537, -0.170184, -0.0546509, 0.500205, -0.704367, -0.149649, -0.194928, -0.760007, -0.159418, -0.0373487, 0.453831, 0.369794, 0.50801, -0.166598, -0.346224, 0.04981, 0.565074, 0.377152, -0.503218, -0.292409, -0.0575703, -0.0713755, -0.292062, 0.415361, -0.0926626, 0.659051, -0.128038, -0.108784, -0.0480046, -0.241668, -0.0885258, -0.270272, 0.456673, -0.326442, -0.128499, -0.0891059, -0.698159, -0.152873, 0.155223, 0.113662, 0.0705575, 0.595893, 0.233181, -0.265397, 0.245277, 0.15636, -0.386182, 0.00229737, 0.146156, 0.0125474, 0.0652915, 0.140671, 0.0638758, 0.351673, -0.0127209, 0.415373, -0.0914155, 0.0516621, 0.124168, -0.396353, 0.339158, -0.669216, -0.457644, 0.0726173, 0.0340917, -0.631503, -0.113619, 0.228097, 0.193979, -0.294124, 0.393827, -0.222729, -0.210817, -0.379174, -0.456085, 0.274533, -0.191698]""",有点
"""[0.348251, -0.157393, -0.0538554, 0.035567, 0.425808, 0.321886, 0.372983, 0.49116, 0.217558, 0.345665, -0.09889, 0.234724, -0.0091463, 0.619677, 0.175783, -0.437336, 0.820129, -0.639127, 0.655598, 1.16903, -0.305912, -0.386131, 0.544656, -0.676738, -0.163412, -0.21486, 0.355365, 0.304071, -0.301643, -0.966575, 0.216256, -0.189591, 0.640652, -0.348795, -0.984072, 0.539302, 0.715612, 0.593362, 0.469523, -0.607435, -0.761393, 0.0525784, 0.128368, -0.0941795, -0.267156, 0.293206, -0.382012, 1.00297, 0.176689, -0.164305, 0.00309499, -1.31221, -0.321858, 0.153736, 0.566878, -0.077343, 0.011612, -0.204938, 0.020292, 0.291497, 0.026209, 0.555531, 0.122571, -0.404805, 0.0172252, -0.035281, 0.065118, 0.00810499, -0.329265, -0.344239, -0.277188, -0.689184, -0.166718, -0.325088, 0.195413, -0.617753, 1.08688, 0.018834, 0.375781, 0.197148, -0.718638, 0.075869, -0.504824, 0.434197, -0.399861, 0.606774, -0.224412, -0.23438, -0.119471, 0.779955, 0.369045, -0.180157, 0.328565, 0.412976, -0.49322, 1.06853, -0.223878, 0.267625, -0.110495, -0.109145, -0.208055, 0.792755, 0.00618, -0.257905, 0.417816, 0.278111, -0.214716, -0.833638, -0.383211, 0.465982, -0.688707, -0.229129, -0.208195, -0.239681, -0.38821, -0.269447, -0.698724, 0.153529, -0.103636, 0.74559, -0.103828, 0.404489, 0.258323, 0.311745, 0.129089, 0.762082, 0.0624998, 0.145937]""",太高
"""[-0.66989, 0.135691, -0.123557, -0.0448302, -0.306285, 0.0215297, 0.505422, 0.400188, 0.147518, -0.033512, -0.419398, -0.379292, 0.396003, 0.438809, -0.0929462, -0.412521, 0.151833, -0.182857, -0.0660255, 0.0272042, 0.199707, 0.124751, -0.232331, 0.282886, -0.49132, -0.0461988, 0.459357, -0.0438955, 0.479474, -0.32597, 0.010838, 0.0500895, 0.185877, 0.210203, 0.0523931, -0.210095, 0.443298, 0.256723, 0.479965, 0.368457, -0.0895077, -0.0991767, 0.107407, -0.0253943, 0.328908, 0.609213, -0.319448, 0.254198, 0.00281247, 0.159995, 0.276995, 0.0268168, -0.774684, 0.00788055, 0.242978, -0.353524, 0.16983, -0.582108, 0.32683, -0.463418, 0.119745, 0.493788, -0.530339, 0.0775529, -0.0225216, 0.220574, -0.181072, -0.350417, 0.0643174, -0.378975, -0.735436, 0.109894, 0.384915, 0.048312, -0.0649196, -0.0741362, 0.0253806, -0.158002, -0.0459123, 0.195589, -0.0888578, 0.0111552, 0.33452, -0.0938039, 0.452117, 0.362332, 0.102267, 0.135328, 0.478294, 0.0170023, 0.244235, -0.231277, -0.00104962, -0.0210007, -0.406727, -0.268724, 0.0434389, 0.104671, 0.099569, -0.349595, -0.115949, 0.143042, -0.0581505, -0.164157, 0.717569, 0.318626, 0.095965, -0.101541, 0.027143, 0.0186901, -0.586554, 0.166472, 0.146875, 0.120187, -0.0162922, -0.032857, -0.0158367, -0.0934229, -0.532869, 0.826232, -0.13929, 0.0596389, 0.0459088, 0.302948, 0.0672771, -0.141634, -0.234732, 0.130384]""",了
"""[0.0649424, -0.0699382, -0.290056, 0.395512, 0.314392, 0.0379748, -0.153963, 0.0147942, 0.159301, 0.100079, -0.223322, -0.103759, 0.0253685, 0.100437, 0.648892, 0.208266, 0.083646, -0.102407, 0.0869003, 0.190711, 0.179168, -0.0681641, 0.222226, 0.323337, -0.719948, -0.179408, 0.285235, 0.272822, 0.156944, -0.176315, 0.406817, 0.2461, 0.40261, 0.0382224, -0.354196, -0.144194, -0.072472, -0.0558082, 0.12371, -0.425039, -0.117477, -0.0146263, 0.0423662, -0.232939, -0.0832939, 0.0629072, 0.0126196, 0.531549, 0.0407513, 0.116825, 0.5715, -0.0761972, -0.0253303, -0.310043, -0.22782, -0.115332, -0.0341338, -0.208556, -0.117564, -0.0746093, 0.132721, 0.300813, -0.145405, -0.285383, -0.108992, -0.126635, -0.248718, -0.652239, -0.215302, 0.0994389, 0.100703, -0.234883, -0.0679545, -0.105162, 0.281544, -0.152936, -0.108986, 0.0510459, 0.225531, 0.354945, 0.452389, -0.438427, -0.079227, 0.388812, 0.0688563, 0.274804, -0.175497, -0.276862, 0.300551, 0.251435, 0.482759, 0.181119, -0.366413, -0.0908664, -0.373095, 0.362403, 0.247003, 0.126095, 0.242981, -0.434873, 0.617163, 0.115602, 0.130429, 0.168052, 0.252531, -0.0959181, -0.483746, -0.209433, -0.222213, 0.37266, -0.497324, -0.277573, 0.076096, 0.0613851, 0.183157, 0.00257034, -0.227905, -0.0748469, -0.704063, 0.70541, -0.518016, -0.581145, -0.00869596, 0.0800042, 0.227281, 0.00259288, -0.0231913, 0.390769]""",吧
"""[0.389618, 0.0968651, -0.176678, 0.0355854, -0.198631, 0.115689, 0.296399, -0.40914, 0.310338, -0.0530841, -0.0473152, -0.130315, 0.132596, 0.0194775, 0.289969, 0.429032, 0.35619, 0.0265234, 0.188812, -0.0269403, 0.0640818, 0.00556124, 0.285122, -0.218656, -0.422192, -0.0252259, 0.333523, 0.526222, 0.599731, -0.453694, 0.149152, 0.149832, 0.341531, -0.403992, -0.134742, 0.445547, -0.0487024, 0.182202, 0.30463, -0.0942965, -0.328696, 0.290406, 0.366516, 0.244446, 0.0873072, 0.114296, 0.143313, 0.435139, 0.0778373, -0.113832, -0.0804937, -0.137569, -0.317108, 0.219992, -0.0693453, -0.144066, 0.328538, -0.0644034, 0.0536319, -0.367526, -0.0623858, 0.0974142, -0.100211, 0.0738969, -0.234431, -0.157864, 0.384213, -0.675422, -0.301576, -0.0192229, -0.662107, 0.195632, 0.116574, 0.318299, -0.287218, 0.0384128, 0.496732, -0.286492, -0.504798, 0.247761, -0.320977, -0.0782732, -0.121226, 0.191687, 0.299373, 0.0149477, 0.0974029, 0.191903, 0.587132, 0.500224, -0.0168478, -0.131967, 0.21637, -0.195716, -0.132247, 0.390264, 0.073095, 0.161653, 0.208479, -0.623973, 0.125842, 0.345016, 0.221261, -0.201657, -0.299519, -0.166939, -0.0518481, 0.0825325, 0.333762, 0.0710821, -0.14233, -0.0288914, 0.148706, -0.418036, -0.258287, -0.156034, -0.315814, -0.549728, -0.763708, 0.445698, -0.0323083, 0.138464, 0.119081, -0.430609, -0.287181, -0.21091, 0.0870882, 0.0176793]""",那
"""[0.456256, 0.400908, 0.257447, -0.166709, -0.0699838, 0.331261, 0.125833, 0.251946, 0.158374, 0.120694, -0.150455, 0.185446, 0.361131, -0.282197, 0.0967672, 0.0284192, 0.0144392, -0.0349849, 0.15946, 0.357836, -0.365783, 0.205873, 0.138812, 0.0346796, -0.305191, 0.218037, 0.537917, -0.0489058, 0.182351, -0.100243, 0.39865, 0.251213, 0.11585, 0.0993405, 0.0914673, 0.0182046, -0.0275831, -0.160587, 0.182444, -0.723368, -0.532851, -0.379442, 0.255224, 0.123799, -0.42362, -0.0657952, 0.109343, 0.654478, 0.117999, -0.296905, 0.48761, -0.453977, 0.312261, 0.175195, 0.384788, -0.0666946, 0.287516, 0.019411, -0.468855, -0.151276, 0.108532, -0.0106041, 0.393767, -0.497746, 0.258853, 0.36187, 0.32272, 0.111979, -0.283088, -0.316797, -0.500759, -0.433669, -0.211943, -0.0530789, -0.24, 0.0730296, 0.786818, -0.0550078, 0.0968432, 0.0399382, -0.17579, 0.0826185, -0.124257, 0.331069, 0.0147034, 0.469697, 0.221858, -0.16212, 0.217674, 0.509239, 0.113115, 0.175457, -0.185008, 0.137999, 0.120769, 0.374563, -0.138275, -0.36082, -0.369507, -0.101989, 0.356745, 0.505205, -0.268884, -0.0622491, 0.573637, 0.30092, -0.101367, -0.0287086, 0.296624, -0.2991, -0.190554, -0.141937, -0.0947291, -0.260145, -0.225935, -0.0633834, -0.388737, 0.58132, 0.134911, 0.400978, -0.308117, 0.406808, -0.0784264, -0.332199, 0.395781, 0.0111039, 0.00692887, 0.28435]""",怎样
"""[0.0282732, 0.315506, 0.260497, -0.00018967, 0.179665, -0.022046, -0.119136, 0.27675, -0.0838392, -0.0669444, 0.107435, -0.097362, 0.550294, -0.0329763, 0.197274, 0.12629, 0.0749908, 0.200897, 0.191202, 0.360411, -0.209801, 0.394715, 0.410957, 0.172929, -0.150811, 0.0102067, 0.502837, 0.334521, -0.0513592, -0.265316, 0.160317, 0.10039, 0.0313337, 0.00512668, 0.212399, -0.279896, 0.240851, -0.201198, 0.275341, -0.326565, -0.0116739, -0.0469652, 0.063334, 0.350841, -0.166819, 0.106772, -0.900707, 0.424676, 0.00592685, 0.04113, 0.413222, -0.677521, -0.350469, 0.198933, 0.422689, -0.461098, 0.201297, -0.0258492, -0.105236, -0.0298272, 0.276093, 0.24115, 0.763736, -0.283112, 0.561341, 0.0149409, 0.296868, 0.245362, 0.198546, -0.446061, -0.774717, -0.389323, 0.0455504, -0.21183, -0.144136, 0.646808, 0.759983, -0.0775803, -0.0589934, 0.0585538, -0.110596, 0.0264118, 0.0518751, 0.459757, 0.20193, 0.280873, 0.178854, 0.0394339, 0.156155, 0.054841, 0.184272, -0.00768908, -0.0589877, 0.198937, 0.115682, 0.374625, 0.107159, -0.470589, -0.106772, -0.236614, 0.0366141, 0.293706, -0.0589198, 0.00724175, 0.636433, 0.302257, 0.0866456, -0.41323, 0.199216, -0.287501, -0.0108169, -0.305959, -0.378825, -0.33388, -0.321668, 0.00630372, -0.476556, 0.452905, 0.0236502, 0.545227, -0.311149, -0.0251164, 0.220649, -0.122017, 0.00115259, 0.249749, -0.150675, -0.337634]""",可以
"""[0.0278062, -0.0464709, 0.0866791, -0.258479, 0.269721, -0.270691, -0.310786, 0.0386384, -0.204567, 0.0995328, -0.205408, -0.113993, 0.397054, -0.080404, 0.0587029, -0.169999, 0.364065, 0.550947, 0.11323, 0.241683, -0.0821077, 0.205294, 0.174175, -0.155575, 0.195263, -0.0368511, -0.204352, -0.211758, -0.0306014, -0.0154358, -0.0530624, 0.0759784, 0.0852727, 0.00751794, -0.0809344, -0.159759, -0.104435, -0.204351, 0.63769, -0.22111, 0.292279, 0.523101, 0.016194, -0.0462862, 0.218792, 0.00496504, 0.244, -0.0517084, 0.195752, 0.0516622, -0.090822, 0.274815, -0.0842865, 0.150265, 0.316905, 0.0575899, -0.446914, -0.526967, 0.158427, -0.18697, -0.0151319, 0.306002, 0.439473, -0.239921, 0.103971, -0.363366, 0.356355, 0.159842, -0.380627, 0.0154194, 0.0743949, 0.271983, 0.0233769, 0.455353, 0.0507873, -0.110202, -0.25776, 0.276226, 0.0821764, -0.117703, 0.414758, 0.0175091, 0.311646, 0.152566, -0.399521, -0.455447, -0.0126795, 0.379786, -0.187793, 0.206363, 0.0992443, 0.0591922, 0.00489986, -0.126271, 0.134772, 0.574835, -0.39607, 0.202355, -0.426841, -0.0713601, 0.258624, 0.194038, 0.0369438, -0.402593, 0.372288, 0.161266, -0.39031, 0.0572046, -0.0930461, 0.203258, 0.191154, 0.0825137, 0.0311755, 0.0363584, -0.081989, -0.182914, -0.253774, -0.139245, -0.27754, 0.0911421, -0.0286328, -0.247706, 0.444095, -0.105794, 0.285007, 0.50898, 0.310511, -0.0764313]""",试车
"""[-0.149104, 0.151447, -0.25393, -0.334251, -0.258643, -0.285872, 0.0844815, -0.0287876, 0.131514, -0.209584, 0.11832, -0.486227, -0.150752, 0.501209, 0.209492, -0.153317, 0.687675, 0.231939, -0.0583942, 0.18857, -0.0384017, 0.0248682, 0.336699, 0.604947, 0.0531326, -0.555972, 0.249834, 0.324723, 0.362081, -0.0371424, 0.045489, 0.0571028, -0.373498, 0.112854, 0.0816114, -0.137903, 0.500438, -0.240956, 0.590704, -0.0785943, 0.0642118, -0.150779, 0.209222, 0.0326664, -0.00752953, 0.406695, 0.14701, 0.577058, 0.0250481, 0.0187615, 0.207958, -0.266601, -0.484814, -0.231023, -0.0264831, 0.0105808, -0.18201, 0.280767, -0.32333, -0.053245, -0.217908, 0.752936, -0.692885, 0.144177, -0.262629, 0.448879, 0.0313204, -0.273937, -0.114847, -0.333662, 0.19458, 0.10797, 0.0147808, 0.120557, 0.487652, -0.244447, 0.191508, 0.223307, -0.111779, 0.597673, 0.0816085, -0.168119, 0.113196, -0.100978, 0.316032, 0.622274, -0.165183, -0.106693, -0.121339, -0.373994, -0.123789, -0.125803, 0.0547672, -0.497441, 0.429284, 0.329019, 0.188243, -0.388745, -0.406737, -0.534833, 0.0382737, 0.492479, 0.31543, -0.0436391, 0.591816, 0.0925777, 0.395299, -0.113607, -0.374304, 0.337856, -0.537509, 0.478209, -0.0275225, 0.0687245, 0.369017, -0.371816, -0.344464, -0.158638, 0.545348, 0.636396, -0.398046, -0.401462, -0.0244676, 0.819562, -0.0669405, -0.191792, -0.0632678, -0.510056]""",呢
"""[-0.401433, 0.11933, -0.121284, -0.268808, -0.259384, 0.00849845, 0.208799, 0.00378362, 0.28294, -0.0562609, 0.175192, -0.212504, 0.0639814, 0.184143, 0.106073, 0.213446, 0.271994, 0.215897, 0.246591, 0.24194, 0.231989, 0.302691, -0.0744274, -0.156145, 0.102294, -0.186207, 0.192012, -0.114844, 0.258866, -0.113215, -0.00615411, -0.391593, 0.32714, -0.169383, 0.165912, -0.201186, 0.591736, -0.0461857, 0.771703, -0.175076, 0.49377, -0.168202, -0.13539, -0.102654, -0.306851, 0.486208, 0.176769, 0.28341, -0.226573, -0.0304091, 0.0715304, 0.303013, -0.318696, 0.0321179, 0.0799296, -0.175194, -0.174821, -0.0138373, 0.0780992, 0.00908929, -0.349446, 0.466947, -0.317246, 0.174762, -0.193352, -0.104835, -0.116277, 0.0200364, 0.122081, -0.344013, 0.0065983, 0.231306, 0.266496, 0.24637, 0.298995, 0.313387, 0.121804, -0.12302, 0.171116, 0.0500296, 0.209103, 0.303529, -0.121946, 0.0501408, -0.106427, 0.455829, 0.0477068, 0.0536193, 0.176549, 0.223426, -0.110333, -0.281095, -0.40491, -0.0645764, 0.46693, 0.0821867, 0.0706629, -0.0304909, -0.0991523, -0.146322, -0.140231, 0.131272, -0.139595, -0.0137678, 0.424264, 0.166287, 0.202924, -0.0733292, -0.258022, 0.303127, -0.260715, 0.251992, -0.0667127, -0.110537, 0.239559, -0.250542, -0.0792772, -0.130585, -0.129496, 0.335774, 0.119366, -0.21025, 0.021189, 0.282016, 0.0310537, 0.105532, -0.144803, 0.199985]""",试试
"""[-0.629008, 0.511306, -0.503779, -0.492169, 0.0578396, -0.23675, 0.138592, 0.0536001, 0.160644, -0.184104, -0.305952, -0.331991, 0.545033, 0.494787, -0.110776, 0.00865516, 0.276956, 0.0714812, 0.000996875, 0.108725, 0.253048, -0.489548, 0.156741, 0.358219, -0.256988, -0.347935, 0.407862, -0.463013, 0.140978, -0.49978, -0.0427359, -0.00593135, 0.148536, 0.266567, 0.15944, -0.160129, 0.158095, -0.121975, 0.982933, 0.335629, 0.389416, -0.167856, -0.0385136, -0.233319, 0.62565, 0.457184, 0.315541, 0.200273, 0.0738607, -0.209688, 0.810339, 0.01161, -0.270167, -0.636025, 0.160818, 0.259154, -0.293443, -0.0391891, -0.256843, -0.212897, -0.0115334, 0.276849, -0.391297, -0.38246, -0.199687, 0.0252649, -0.0303712, -0.208828, -0.0817261, 0.169603, 0.0803507, 0.510683, 0.369051, -0.110491, 0.340798, -0.0465715, 0.909042, 0.110663, -0.224192, 0.215831, -0.356959, 0.120464, -0.266612, 0.0710905, 0.0700076, 0.846861, 0.46852, 0.0839873, 0.533307, -0.0945018, 0.508711, -0.345406, 0.0943851, -0.165358, 0.0857503, -0.0102908, 0.108844, -0.0806701, 0.318065, -0.274989, 0.110113, 0.00970022, 0.00779072, -0.0814442, 0.53877, 0.283138, 0.00778306, -0.375355, -0.186085, 0.424345, -0.906808, 0.44428, 0.201488, -0.0614681, 0.46996, -0.0925356, -0.364575, 0.0950038, 0.430781, 1.04753, 0.203203, 0.136208, 0.448777, 0.619071, 0.158054, -0.270811, -0.170269, -0.0497183]""",怎么办
"""[-0.0976381, 0.142514, 0.0369478, 0.00238195, 0.147534, -0.0682411, -0.268515, 0.307721, 0.189213, 0.0907423, 0.22094, -0.0889152, -0.0169254, -0.0404691, 0.503697, 0.50227, 0.704466, -0.329917, -0.00186809, -0.198839, 0.00192406, 0.221419, -0.0591713, 0.0297279, -0.0649478, -0.11745, -0.39579, 0.151174, -0.11633, -0.462737, -0.163568, 0.17007, 0.400959, -0.0626844, -0.426588, 0.28524, -0.158488, -0.177655, -0.0625703, -0.535106, 0.0824361, 0.0118293, 0.498657, 0.0782086, -0.355435, -0.0145049, -0.382439, 0.622194, -0.0590895, -0.158973, 0.062813, 0.0553455, -0.0198042, 0.116896, 0.113701, 0.0984334, -0.399654, -0.435114, -0.350313, 0.159766, -0.0871042, 0.455556, -0.263776, -0.0758984, 0.19771, -0.613891, -0.116739, -0.254513, -0.343303, -0.452573, -0.0529678, 0.217226, -0.0208328, 0.0148675, -0.0662726, 0.131295, 0.478956, 0.0902677, 0.0224436, 0.220517, -0.198678, 0.197058, -0.0295794, 0.0800608, -0.0473647, 0.110241, 0.0742653, -0.346844, 0.258264, 0.265354, -0.503699, -0.0846444, -0.175587, 0.0978754, -0.478197, 0.304862, 0.459612, -0.507886, 0.139575, 0.0230113, 0.279033, 0.217277, 0.579721, -0.0769946, -0.0607415, -0.295998, 0.028752, -0.359568, -0.142152, 0.377452, 0.0743883, 0.303807, 0.289387, -0.233921, -0.0253217, -0.331949, -0.0174225, -0.021235, -0.250149, -0.106236, -0.479389, -0.247846, 0.165161, 0.394212, -0.26549, -0.0608139, -0.350418, 0.0932912]""",帮
